pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
59,British Columbia,2021-02-19,192942,2021-02-19,,,,1,12251,5020.7
48,Alberta,2021-02-19,160423,2021-02-18,,,,1,4891,4424.4
47,Saskatchewan,2021-02-19,53030,2021-02-19,,,,1,2565,1094.1
12,Nova Scotia,2021-02-19,25032,2021-02-17,,,,0,,717.0
46,Manitoba,2021-02-19,58974,2021-02-18,,,,1,1272,1202.9
13,New Brunswick,2021-02-19,21182,2021-02-15,,,,0,,362.7
10,Newfoundland and Labrador,2021-02-19,16458,2021-02-17,,,,0,,348.3
11,Prince Edward Island,2021-02-19,10691,2021-02-17,,,,0,,266.1
61,Northwest Territories,2021-02-19,14157,2021-02-13,,,,0,,146.4
62,Nunavut,2021-02-19,8632,2021-02-15,,,,0,,354.6
60,Yukon,2021-02-19,11850,2021-02-19,,,,1,336,72.3
1,Canada,2021-02-22,1558110,2021-02-22,,,,1,154254,53106.4
24,Quebec,2021-02-22,353894,2021-02-21,,,,1,42243,11651.9
35,Ontario,2021-02-22,569455,2021-02-21,,,,1,50621,20374.1
59,British Columbia,2021-02-22,218726,2021-02-22,,,,1,25784,8405.6
48,Alberta,2021-02-22,173539,2021-02-21,,,,1,13116,5423.4
47,Saskatchewan,2021-02-22,61730,2021-02-22,,,,1,8700,2209.6
12,Nova Scotia,2021-02-22,27521,2021-02-17,,,,1,2489,927.0
46,Manitoba,2021-02-22,62365,2021-02-19,,,,1,3391,1587.0
13,New Brunswick,2021-02-22,26317,2021-02-21,,,,1,5135,1096.3
10,Newfoundland and Labrador,2021-02-22,16458,2021-02-17,,,,0,,253.0
11,Prince Edward Island,2021-02-22,10691,2021-02-17,,,,0,,221.7
61,Northwest Territories,2021-02-22,14157,2021-02-13,,,,0,,146.4
62,Nunavut,2021-02-22,11084,2021-02-22,,,,0,,354.6
60,Yukon,2021-02-22,12173,2021-02-22,,,,1,323,105.6
1,Canada,2021-02-23,1606438,2021-02-23,,,,1,48328,54993.4
24,Quebec,2021-02-23,365978,2021-02-22,,,,1,12084,12195.1
35,Ontario,2021-02-23,585707,2021-02-22,,,,1,16252,20466.6
59,British Columbia,2021-02-23,224354,2021-02-23,,,,1,5628,8767.4
48,Alberta,2021-02-23,180755,2021-02-22,,,,1,7216,5766.6
47,Saskatchewan,2021-02-23,62342,2021-02-23,,,,1,612,2222.0
12,Nova Scotia,2021-02-23,27966,2021-02-21,,,,1,445,803.3
46,Manitoba,2021-02-23,63970,2021-02-22,,,,1,1605,1615.1
13,New Brunswick,2021-02-23,26317,2021-02-21,,,,0,,1096.3
10,Newfoundland and Labrador,2021-02-23,16458,2021-02-17,,,,0,,253.0
11,Prince Edward Island,2021-02-23,11630,2021-02-20,,,,1,939,355.9
61,Northwest Territories,2021-02-23,16454,2021-02-20,,,,1,2297,474.6
62,Nunavut,2021-02-23,11084,2021-02-22,,,,0,,354.6
60,Yukon,2021-02-23,13423,2021-02-23,,,,1,1250,272.7
1,Canada,2021-02-24,1656293,2021-02-24,,,,1,49855,54461.7
24,Quebec,2021-02-24,376910,2021-02-23,,,,1,10932,11717.7
35,Ontario,2021-02-24,602848,2021-02-23,,,,1,17141,19317.4
59,British Columbia,2021-02-24,230875,2021-02-24,,,,1,6521,9699.0
48,Alberta,2021-02-24,186572,2021-02-23,,,,1,5817,5709.9
47,Saskatchewan,2021-02-24,63345,2021-02-24,,,,1,1003,1933.7
12,Nova Scotia,2021-02-24,29237,2021-02-22,,,,1,1271,984.9
46,Manitoba,2021-02-24,66372,2021-02-23,,,,1,2402,1615.3
13,New Brunswick,2021-02-24,26317,2021-02-21,,,,0,,1096.3
10,Newfoundland and Labrador,2021-02-24,20285,2021-02-23,,,,0,,253.0
11,Prince Edward Island,2021-02-24,11630,2021-02-20,,,,0,,355.9
61,Northwest Territories,2021-02-24,16454,2021-02-20,,,,0,,474.6
62,Nunavut,2021-02-24,11084,2021-02-22,,,,0,,0.0
60,Yukon,2021-02-24,14364,2021-02-24,,,,1,941,407.1
1,Canada,2021-02-25,1711225,2021-02-25,,,,1,54932,57493.4
24,Quebec,2021-02-25,387076,2021-02-24,,,,1,10166,12768.9
35,Ontario,2021-02-25,621960,2021-02-24,,,,1,19112,20226.1
59,British Columbia,2021-02-25,239883,2021-02-25,,,,1,9008,9732.6
48,Alberta,2021-02-25,195572,2021-02-24,,,,1,9000,6633.4
47,Saskatchewan,2021-02-25,65436,2021-02-25,,,,1,2091,2227.9
12,Nova Scotia,2021-02-25,30748,2021-02-23,,,,1,1511,1086.9
46,Manitoba,2021-02-25,69060,2021-02-24,,,,1,2688,1859.4
13,New Brunswick,2021-02-25,26317,2021-02-21,,,,0,,733.6
10,Newfoundland and Labrador,2021-02-25,20285,2021-02-23,,,,0,,253.0
11,Prince Edward Island,2021-02-25,12176,2021-02-24,,,,1,546,223.7
61,Northwest Territories,2021-02-25,16454,2021-02-20,,,,0,,328.1
62,Nunavut,2021-02-25,11084,2021-02-22,,,,0,,0.0
60,Yukon,2021-02-25,15174,2021-02-25,,,,1,810,522.9
1,Canada,2021-02-26,1778405,2021-02-26,,,,1,67180,63934.6
24,Quebec,2021-02-26,400538,2021-02-25,,,,1,13462,14409.3
35,Ontario,2021-02-26,643765,2021-02-25,,,,1,21805,22040.1
59,British Columbia,2021-02-26,252373,2021-02-26,,,,1,12490,10908.3
48,Alberta,2021-02-26,207300,2021-02-25,,,,1,11728,7892.0
47,Saskatchewan,2021-02-26,69451,2021-02-26,,,,1,4015,2732.1
12,Nova Scotia,2021-02-26,32019,2021-02-24,,,,1,1271,1138.6
46,Manitoba,2021-02-26,71469,2021-02-25,,,,1,2409,2108.9
13,New Brunswick,2021-02-26,26317,2021-02-21,,,,0,,733.6
10,Newfoundland and Labrador,2021-02-26,20285,2021-02-23,,,,0,,0.0
11,Prince Edward Island,2021-02-26,12176,2021-02-24,,,,0,,223.7
61,Northwest Territories,2021-02-26,16454,2021-02-20,,,,0,,328.1
62,Nunavut,2021-02-26,11084,2021-02-22,,,,0,,0.0
60,Yukon,2021-02-26,15174,2021-02-25,,,,0,,522.9
1,Canada,2021-03-01,1954728,2021-03-01,,,,1,176323,85522.4
24,Quebec,2021-03-01,438815,2021-02-28,,,,1,38277,19528.1
35,Ontario,2021-03-01,704695,2021-02-28,,,,1,60930,28975.4
59,British Columbia,2021-03-01,275681,2021-03-01,,,,1,23308,13570.0
48,Alberta,2021-03-01,235508,2021-02-28,,,,1,28208,11425.1
47,Saskatchewan,2021-03-01,79289,2021-03-01,,,,1,9838,4117.7
12,Nova Scotia,2021-03-01,32856,2021-02-28,,,,1,837,1117.7
46,Manitoba,2021-03-01,76670,2021-02-28,,,,1,5201,2709.7
13,New Brunswick,2021-03-01,33741,2021-02-28,,,,1,7424,1794.1
10,Newfoundland and Labrador,2021-03-01,20285,2021-02-23,,,,0,,0.0
11,Prince Edward Island,2021-03-01,12176,2021-02-24,,,,0,,212.1
61,Northwest Territories,2021-03-01,16454,2021-02-20,,,,0,,328.1
62,Nunavut,2021-03-01,12487,2021-03-01,,,,1,3855,550.7
60,Yukon,2021-03-01,16071,2021-03-01,,,,1,897,651.0
1,Canada,2021-03-02,2018549,2021-03-02,,,,1,63821,87813.3
24,Quebec,2021-03-02,455328,2021-03-01,,,,1,16513,20525.3
35,Ontario,2021-03-02,727021,2021-03-01,,,,1,22326,29741.0
59,British Columbia,2021-03-02,283182,2021-03-02,,,,1,7501,12891.4
48,Alberta,2021-03-02,245054,2021-03-01,,,,1,9546,12090.1
47,Saskatchewan,2021-03-02,80236,2021-03-02,,,,1,947,3886.6
12,Nova Scotia,2021-03-02,33471,2021-03-01,,,,1,615,1205.6
46,Manitoba,2021-03-02,78205,2021-03-01,,,,1,1535,2747.3
13,New Brunswick,2021-03-02,33741,2021-02-28,,,,0,,1794.1
10,Newfoundland and Labrador,2021-03-02,20285,2021-02-23,,,,0,,0.0
11,Prince Edward Island,2021-03-02,12596,2021-02-27,,,,1,420,272.1
61,Northwest Territories,2021-03-02,19775,2021-02-27,,,,1,3321,802.6
62,Nunavut,2021-03-02,12487,2021-03-01,,,,0,,550.7
60,Yukon,2021-03-02,17168,2021-03-02,,,,1,1097,759.7
1,Canada,2021-03-03,2091700,2021-03-03,,,,1,73151,76227.1
24,Quebec,2021-03-03,472710,2021-03-02,,,,1,17382,16973.7
35,Ontario,2021-03-03,754419,2021-03-02,,,,1,27398,26423.4
59,British Columbia,2021-03-03,289809,2021-03-03,,,,1,6627,10154.7
48,Alberta,2021-03-03,255283,2021-03-02,,,,1,10229,11677.7
47,Saskatchewan,2021-03-03,81597,2021-03-03,,,,1,1361,2838.1
12,Nova Scotia,2021-03-03,35291,2021-03-02,,,,1,1820,1110.0
46,Manitoba,2021-03-03,80171,2021-03-02,,,,1,1966,2543.7
13,New Brunswick,2021-03-03,33741,2021-02-28,,,,0,,1060.6
10,Newfoundland and Labrador,2021-03-03,24757,2021-03-03,,,,1,8299,1185.6
11,Prince Edward Island,2021-03-03,12596,2021-02-27,,,,0,,272.1
61,Northwest Territories,2021-03-03,19775,2021-02-27,,,,0,,802.6
62,Nunavut,2021-03-03,13393,2021-03-03,,,,1,906,680.1
60,Yukon,2021-03-03,18158,2021-03-03,,,,1,990,855.0
1,Canada,2021-03-04,2169417,2021-03-04,,,,1,77717,80425.6
24,Quebec,2021-03-04,490504,2021-03-03,,,,1,17794,17789.4
35,Ontario,2021-03-04,784828,2021-03-03,,,,1,30409,28445.9
59,British Columbia,2021-03-04,298851,2021-03-04,,,,1,9042,10642.4
48,Alberta,2021-03-04,266231,2021-03-03,,,,1,10948,12210.9
47,Saskatchewan,2021-03-04,84090,2021-03-04,,,,1,2493,3106.9
12,Nova Scotia,2021-03-04,37590,2021-03-03,,,,1,2299,1374.9
46,Manitoba,2021-03-04,82579,2021-03-03,,,,1,2408,2658.4
13,New Brunswick,2021-03-04,33741,2021-02-28,,,,0,,1060.6
10,Newfoundland and Labrador,2021-03-04,24757,2021-03-03,,,,0,,1185.6
11,Prince Edward Island,2021-03-04,13281,2021-03-03,,,,1,685,235.9
61,Northwest Territories,2021-03-04,19775,2021-02-27,,,,0,,474.4
62,Nunavut,2021-03-04,13753,2021-03-04,,,,1,360,731.6
60,Yukon,2021-03-04,19437,2021-03-04,,,,1,1279,859.1
1,Canada,2021-03-05,2255174,2021-03-04,,,,1,85757,85554.4
24,Quebec,2021-03-05,510479,2021-03-04,,,,1,19975,19081.3
35,Ontario,2021-03-05,820714,2021-03-04,,,,1,35886,31123.7
59,British Columbia,2021-03-05,311208,2021-03-05,,,,1,12357,11476.1
48,Alberta,2021-03-05,275719,2021-03-04,,,,1,9488,12735.3
47,Saskatchewan,2021-03-05,86879,2021-03-05,,,,1,2789,3362.0
12,Nova Scotia,2021-03-05,38676,2021-03-04,,,,1,1086,1348.4
46,Manitoba,2021-03-05,84937,2021-03-04,,,,1,2358,2652.1
13,New Brunswick,2021-03-05,33741,2021-02-28,,,,0,,1060.6
10,Newfoundland and Labrador,2021-03-05,24757,2021-03-03,,,,0,,1185.6
11,Prince Edward Island,2021-03-05,13281,2021-03-03,,,,0,,235.9
61,Northwest Territories,2021-03-05,19775,2021-02-27,,,,0,,474.4
62,Nunavut,2021-03-05,13911,2021-03-05,,,,1,158,754.1
60,Yukon,2021-03-05,21097,2021-03-05,,,,1,1660,961.9
1,Canada,2021-03-08,2465435,2021-03-08,,,,1,210261,107744.3
24,Quebec,2021-03-08,564302,2021-03-07,,,,1,53823,25318.0
35,Ontario,2021-03-08,912486,2021-03-07,,,,1,91772,41503.7
59,British Columbia,2021-03-08,333327,2021-03-08,,,,1,22119,13349.1
48,Alberta,2021-03-08,297692,2021-03-07,,,,1,21973,14588.6
47,Saskatchewan,2021-03-08,92776,2021-03-08,,,,1,5897,3905.7
12,Nova Scotia,2021-03-08,39444,2021-03-07,,,,1,768,1242.3
46,Manitoba,2021-03-08,90927,2021-03-07,,,,1,5990,3123.9
13,New Brunswick,2021-03-08,38483,2021-02-28,,,,1,4742,1738.0
10,Newfoundland and Labrador,2021-03-08,24757,2021-03-03,,,,0,,1185.6
11,Prince Edward Island,2021-03-08,13281,2021-03-03,,,,0,,157.9
61,Northwest Territories,2021-03-08,19775,2021-02-27,,,,0,,474.4
62,Nunavut,2021-03-08,14664,2021-03-08,,,,1,753,861.7
60,Yukon,2021-03-08,23521,2021-03-08,,,,1,2424,1192.4
1,Canada,2021-03-09,2543253,2021-03-09,,,,1,77818,109264.0
24,Quebec,2021-03-09,581028,2021-03-08,,,,1,16726,25784.3
35,Ontario,2021-03-09,943533,2021-03-08,,,,1,31047,42824.0
59,British Columbia,2021-03-09,343381,2021-03-09,,,,1,10054,13001.1
48,Alberta,2021-03-09,303823,2021-03-08,,,,1,6131,13789.0
47,Saskatchewan,2021-03-09,93512,2021-03-09,,,,1,736,3437.3
12,Nova Scotia,2021-03-09,40231,2021-03-08,,,,1,787,1173.1
46,Manitoba,2021-03-09,92753,2021-03-08,,,,1,1826,3040.6
13,New Brunswick,2021-03-09,38483,2021-03-07,,,,0,,1738.0
10,Newfoundland and Labrador,2021-03-09,24757,2021-03-03,,,,0,,1185.6
11,Prince Edward Island,2021-03-09,14189,2021-03-06,,,,1,908,287.6
61,Northwest Territories,2021-03-09,28208,2021-03-06,,,,1,8433,1679.1
62,Nunavut,2021-03-09,14943,2021-03-09,,,,1,279,901.6
60,Yukon,2021-03-09,24412,2021-03-09,,,,1,891,1319.7
1,Canada,2021-03-10,2630153,2021-03-10,,,,1,86900,96489.3
24,Quebec,2021-03-10,599833,2021-03-09,,,,1,18805,23002.6
35,Ontario,2021-03-10,978797,2021-03-09,,,,1,35264,39157.4
59,British Columbia,2021-03-10,355340,2021-03-10,,,,1,11959,11379.9
48,Alberta,2021-03-10,308962,2021-03-09,,,,1,5139,10493.4
47,Saskatchewan,2021-03-10,94386,2021-03-10,,,,1,874,2156.7
12,Nova Scotia,2021-03-10,42556,2021-03-09,,,,1,2325,1385.7
46,Manitoba,2021-03-10,94785,2021-03-09,,,,1,2032,2587.9
13,New Brunswick,2021-03-10,38483,2021-03-07,,,,0,,677.4
10,Newfoundland and Labrador,2021-03-10,33621,2021-03-09,,,,1,8864,2451.9
11,Prince Edward Island,2021-03-10,14189,2021-03-06,,,,0,,287.6
61,Northwest Territories,2021-03-10,28208,2021-03-06,,,,0,,1679.1
62,Nunavut,2021-03-10,15419,2021-03-10,,,,1,476,418.9
60,Yukon,2021-03-10,25574,2021-03-10,,,,1,1162,1357.6
1,Canada,2021-03-11,2719317,2021-03-11,,,,1,89164,100109.7
24,Quebec,2021-03-11,619060,2021-03-10,,,,1,19227,23390.3
35,Ontario,2021-03-11,1019407,2021-03-10,,,,1,40610,41769.4
59,British Columbia,2021-03-11,366791,2021-03-11,,,,1,11451,11944.1
48,Alberta,2021-03-11,317574,2021-03-10,,,,1,8612,10360.0
47,Saskatchewan,2021-03-11,95879,2021-03-11,,,,1,1493,2234.7
12,Nova Scotia,2021-03-11,45149,2021-03-10,,,,1,2593,1668.3
46,Manitoba,2021-03-11,97783,2021-03-10,,,,1,2998,2796.9
13,New Brunswick,2021-03-11,38483,2021-03-07,,,,0,,677.4
10,Newfoundland and Labrador,2021-03-11,33621,2021-03-09,,,,0,,2451.9
11,Prince Edward Island,2021-03-11,15226,2021-03-10,,,,1,1037,375.7
61,Northwest Territories,2021-03-11,28208,2021-03-06,,,,0,,1204.7
62,Nunavut,2021-03-11,15762,2021-03-11,,,,1,343,467.9
60,Yukon,2021-03-11,26374,2021-03-11,,,,1,800,1315.1
1,Canada,2021-03-12,2830164,2021-03-12,,,,1,110847,105494.9
24,Quebec,2021-03-12,648663,2021-03-11,,,,1,29603,25136.1
35,Ontario,2021-03-12,1062910,2021-03-11,,,,1,43503,44070.1
59,British Columbia,2021-03-12,380743,2021-03-12,,,,1,13952,12990.6
48,Alberta,2021-03-12,333379,2021-03-11,,,,1,15805,11156.6
47,Saskatchewan,2021-03-12,98571,2021-03-12,,,,1,2692,2424.9
12,Nova Scotia,2021-03-12,46891,2021-03-11,,,,1,1742,1657.1
46,Manitoba,2021-03-12,99842,2021-03-11,,,,1,2059,2810.1
13,New Brunswick,2021-03-12,38483,2021-03-07,,,,0,,677.4
10,Newfoundland and Labrador,2021-03-12,33621,2021-03-09,,,,0,,1266.3
11,Prince Edward Island,2021-03-12,15226,2021-03-10,,,,0,,375.7
61,Northwest Territories,2021-03-12,28208,2021-03-06,,,,0,,1204.7
62,Nunavut,2021-03-12,15889,2021-03-12,,,,1,127,356.6
60,Yukon,2021-03-12,27738,2021-03-12,,,,1,1364,1368.6
1,Canada,2021-03-15,3151305,2021-03-15,,,,1,321141,140269.7
24,Quebec,2021-03-15,744108,2021-03-14,,,,1,95445,36229.1
35,Ontario,2021-03-15,1191553,2021-03-14,,,,1,128643,58103.6
59,British Columbia,2021-03-15,409103,2021-03-15,,,,1,28360,15750.3
48,Alberta,2021-03-15,368124,2021-03-14,,,,1,34745,14556.1
47,Saskatchewan,2021-03-15,104424,2021-03-15,,,,1,5853,2904.9
12,Nova Scotia,2021-03-15,48077,2021-03-14,,,,1,1186,1498.1
46,Manitoba,2021-03-15,106931,2021-03-14,,,,1,7089,3478.9
13,New Brunswick,2021-03-15,51354,2021-03-14,,,,1,12871,2516.1
10,Newfoundland and Labrador,2021-03-15,33621,2021-03-09,,,,0,,1266.3
11,Prince Edward Island,2021-03-15,15648,2021-03-11,,,,1,422,338.1
61,Northwest Territories,2021-03-15,32074,2021-03-13,,,,1,3866,1757.0
62,Nunavut,2021-03-15,16318,2021-03-15,,,,1,429,366.4
60,Yukon,2021-03-15,29970,2021-03-15,,,,1,2232,1504.7
1,Canada,2021-03-16,3271309,2021-03-16,,,,1,120004,145162.1
24,Quebec,2021-03-16,774600,2021-03-15,,,,1,30492,37731.6
35,Ontario,2021-03-16,1243132,2021-03-15,,,,1,51579,60345.4
59,British Columbia,2021-03-16,424517,2021-03-16,,,,1,15414,16187.0
48,Alberta,2021-03-16,379882,2021-03-15,,,,1,11758,14880.4
47,Saskatchewan,2021-03-16,108669,2021-03-16,,,,1,4245,3112.9
12,Nova Scotia,2021-03-16,50144,2021-03-15,,,,1,2067,1638.3
46,Manitoba,2021-03-16,109875,2021-03-15,,,,1,2944,3562.6
13,New Brunswick,2021-03-16,51354,2021-03-14,,,,0,,2516.1
10,Newfoundland and Labrador,2021-03-16,33621,2021-03-09,,,,0,,1266.3
11,Prince Edward Island,2021-03-16,15999,2021-03-13,,,,1,351,388.3
61,Northwest Territories,2021-03-16,32074,2021-03-13,,,,0,,1757.0
62,Nunavut,2021-03-16,16873,2021-03-16,,,,1,555,423.1
60,Yukon,2021-03-16,30569,2021-03-16,,,,1,599,1353.1
1,Canada,2021-03-17,3422428,2021-03-17,,,,1,151119,136713.3
24,Quebec,2021-03-17,804806,2021-03-16,,,,1,30206,34357.7
35,Ontario,2021-03-17,1301334,2021-03-16,,,,1,58202,55549.7
59,British Columbia,2021-03-17,444140,2021-03-17,,,,1,19623,15830.4
48,Alberta,2021-03-17,397492,2021-03-16,,,,1,17610,14257.1
47,Saskatchewan,2021-03-17,112764,2021-03-17,,,,1,4095,2855.4
12,Nova Scotia,2021-03-17,52352,2021-03-16,,,,1,2208,1844.0
46,Manitoba,2021-03-17,113275,2021-03-16,,,,1,3400,3192.6
13,New Brunswick,2021-03-17,53523,2021-03-16,,,,1,2169,2148.6
10,Newfoundland and Labrador,2021-03-17,46053,2021-03-16,,,,1,12432,3042.3
11,Prince Edward Island,2021-03-17,15999,2021-03-13,,,,0,,388.3
61,Northwest Territories,2021-03-17,32074,2021-03-13,,,,0,,1757.0
62,Nunavut,2021-03-17,17442,2021-03-17,,,,1,569,396.9
60,Yukon,2021-03-17,31174,2021-03-17,,,,1,605,1093.3
1,Canada,2021-03-18,3566328,2021-03-18,,,,1,143900,146153.6
24,Quebec,2021-03-18,832469,2021-03-17,,,,1,27663,35920.1
35,Ontario,2021-03-18,1359453,2021-03-17,,,,1,58119,59417.1
59,British Columbia,2021-03-18,465584,2021-03-18,,,,1,21444,17457.6
48,Alberta,2021-03-18,418663,2021-03-17,,,,1,21171,16405.7
47,Saskatchewan,2021-03-18,118195,2021-03-18,,,,1,5431,3526.1
12,Nova Scotia,2021-03-18,55176,2021-03-17,,,,1,2824,2135.0
46,Manitoba,2021-03-18,118069,2021-03-17,,,,1,4794,3616.6
13,New Brunswick,2021-03-18,54828,2021-03-17,,,,1,1305,2335.0
10,Newfoundland and Labrador,2021-03-18,46053,2021-03-16,,,,0,,3042.3
11,Prince Edward Island,2021-03-18,16779,2021-03-17,,,,1,780,370.0
61,Northwest Territories,2021-03-18,32074,2021-03-13,,,,0,,552.3
62,Nunavut,2021-03-18,17811,2021-03-18,,,,1,369,409.7
60,Yukon,2021-03-18,31174,2021-03-17,,,,0,,966.0
1,Canada,2021-03-19,3729312,2021-03-19,,,,1,162984,157022.7
24,Quebec,2021-03-19,872459,2021-03-18,,,,1,39990,38946.6
35,Ontario,2021-03-19,1420599,2021-03-18,,,,1,61146,63114.6
59,British Columbia,2021-03-19,490022,2021-03-19,,,,1,24438,19240.3
48,Alberta,2021-03-19,439069,2021-03-18,,,,1,20406,18586.7
47,Saskatchewan,2021-03-19,125062,2021-03-19,,,,1,6867,4382.3
12,Nova Scotia,2021-03-19,58036,2021-03-18,,,,1,2860,2211.4
46,Manitoba,2021-03-19,123144,2021-03-18,,,,1,5075,4051.3
13,New Brunswick,2021-03-19,55668,2021-03-19,,,,1,840,2455.0
10,Newfoundland and Labrador,2021-03-19,46053,2021-03-16,,,,0,,1776.0
11,Prince Edward Island,2021-03-19,16779,2021-03-17,,,,0,,370.0
61,Northwest Territories,2021-03-19,32074,2021-03-13,,,,0,,552.3
62,Nunavut,2021-03-19,17997,2021-03-19,,,,1,186,368.3
60,Yukon,2021-03-19,32350,2021-03-19,,,,1,1176,968.0
1,Canada,2021-03-22,4097934,2021-03-22,,,,1,368622,196945.3
24,Quebec,2021-03-22,966566,2021-03-21,,,,1,94107,49643.7
35,Ontario,2021-03-22,1553040,2021-03-21,,,,1,132441,76233.3
59,British Columbia,2021-03-22,539408,2021-03-22,,,,1,49386,24659.6
48,Alberta,2021-03-22,487493,2021-03-21,,,,1,48424,24274.1
47,Saskatchewan,2021-03-22,144171,2021-03-22,,,,1,19109,6898.9
12,Nova Scotia,2021-03-22,58036,2021-03-18,,,,0,,1841.0
46,Manitoba,2021-03-22,136329,2021-03-19,,,,1,13185,5506.6
13,New Brunswick,2021-03-22,63195,2021-03-22,,,,1,7527,3530.3
10,Newfoundland and Labrador,2021-03-22,46053,2021-03-16,,,,0,,1776.0
11,Prince Edward Island,2021-03-22,16779,2021-03-17,,,,0,,221.9
61,Northwest Territories,2021-03-22,35397,2021-03-20,,,,1,3323,1027.0
62,Nunavut,2021-03-22,18327,2021-03-22,,,,1,330,366.4
60,Yukon,2021-03-22,33140,2021-03-22,,,,1,790,966.6
1,Canada,2021-03-23,4223272,2021-03-23,,,,1,125338,199015.4
24,Quebec,2021-03-23,993102,2021-03-22,,,,1,26536,49205.6
35,Ontario,2021-03-23,1603699,2021-03-22,,,,1,50659,77255.6
59,British Columbia,2021-03-23,557508,2021-03-23,,,,1,18100,25252.1
48,Alberta,2021-03-23,497280,2021-03-22,,,,1,9787,23414.4
47,Saskatchewan,2021-03-23,149209,2021-03-23,,,,1,5038,7234.0
12,Nova Scotia,2021-03-23,66287,2021-03-22,,,,1,8251,2770.9
46,Manitoba,2021-03-23,139591,2021-03-22,,,,1,3262,5678.4
13,New Brunswick,2021-03-23,64352,2021-03-23,,,,1,1157,3695.6
10,Newfoundland and Labrador,2021-03-23,46053,2021-03-16,,,,0,,1776.0
11,Prince Edward Island,2021-03-23,18632,2021-03-20,,,,1,1853,486.6
61,Northwest Territories,2021-03-23,35397,2021-03-20,,,,0,,1027.0
62,Nunavut,2021-03-23,18719,2021-03-23,,,,1,392,404.3
60,Yukon,2021-03-23,33443,2021-03-23,,,,1,303,815.0
1,Canada,2021-03-24,4393876,2021-03-24,,,,1,170604,177510.1
24,Quebec,2021-03-24,1024713,2021-03-23,,,,1,31611,40086.4
35,Ontario,2021-03-24,1676150,2021-03-23,,,,1,72451,69228.1
59,British Columbia,2021-03-24,582634,2021-03-24,,,,1,25126,24790.1
48,Alberta,2021-03-24,512248,2021-03-23,,,,1,14968,20589.1
47,Saskatchewan,2021-03-24,151507,2021-03-24,,,,1,2298,6726.1
12,Nova Scotia,2021-03-24,71733,2021-03-23,,,,1,5446,3379.4
46,Manitoba,2021-03-24,146529,2021-03-23,,,,1,6938,5656.9
13,New Brunswick,2021-03-24,66386,2021-03-24,,,,1,2034,2147.4
10,Newfoundland and Labrador,2021-03-24,55231,2021-03-23,,,,1,9178,3087.1
11,Prince Edward Island,2021-03-24,18632,2021-03-20,,,,0,,426.3
61,Northwest Territories,2021-03-24,35397,2021-03-20,,,,0,,474.7
62,Nunavut,2021-03-24,19113,2021-03-24,,,,1,394,399.3
60,Yukon,2021-03-24,33603,2021-03-24,,,,1,160,519.0
1,Canada,2021-03-25,4583950,2021-03-25,,,,1,190074,187520.1
24,Quebec,2021-03-25,1065823,2021-03-24,,,,1,41110,41603.3
35,Ontario,2021-03-25,1755596,2021-03-24,,,,1,79446,73209.1
59,British Columbia,2021-03-25,610671,2021-03-25,,,,1,28037,26593.4
48,Alberta,2021-03-25,532171,2021-03-24,,,,1,19923,21755.6
47,Saskatchewan,2021-03-25,155754,2021-03-25,,,,1,4247,6726.4
12,Nova Scotia,2021-03-25,77431,2021-03-24,,,,1,5698,3898.1
46,Manitoba,2021-03-25,152339,2021-03-24,,,,1,5810,6066.3
13,New Brunswick,2021-03-25,69960,2021-03-25,,,,1,3574,2658.0
10,Newfoundland and Labrador,2021-03-25,55231,2021-03-23,,,,0,,3087.1
11,Prince Edward Island,2021-03-25,20258,2021-03-24,,,,1,1626,608.4
61,Northwest Territories,2021-03-25,35397,2021-03-20,,,,0,,474.7
62,Nunavut,2021-03-25,19494,2021-03-25,,,,1,381,374.4
60,Yukon,2021-03-25,33825,2021-03-25,,,,1,222,465.1
1,Canada,2021-03-26,4800931,2021-03-26,,,,1,216981,196929.0
24,Quebec,2021-03-26,1121958,2021-03-25,,,,1,56135,45307.4
35,Ontario,2021-03-26,1838592,2021-03-25,,,,1,82996,76751.1
59,British Columbia,2021-03-26,637856,2021-03-26,,,,1,27185,27673.7
48,Alberta,2021-03-26,558763,2021-03-25,,,,1,26592,23038.7
47,Saskatchewan,2021-03-26,162695,2021-03-26,,,,1,6941,7133.0
12,Nova Scotia,2021-03-26,83148,2021-03-25,,,,1,5717,4399.4
46,Manitoba,2021-03-26,157399,2021-03-25,,,,1,5060,6303.4
13,New Brunswick,2021-03-26,75962,2021-03-26,,,,1,6002,3205.6
10,Newfoundland and Labrador,2021-03-26,55231,2021-03-23,,,,0,,1311.1
11,Prince Edward Island,2021-03-26,20258,2021-03-24,,,,0,,608.4
61,Northwest Territories,2021-03-26,35397,2021-03-20,,,,0,,474.7
62,Nunavut,2021-03-26,19669,2021-03-26,,,,1,175,318.1
60,Yukon,2021-03-26,34003,2021-03-26,,,,1,178,404.1
1,Canada,2021-03-29,5300964,2021-03-29,,,,1,500033,247805.1
24,Quebec,2021-03-29,1261855,2021-03-28,,,,1,139897,61340.9
35,Ontario,2021-03-29,2031735,2021-03-28,,,,1,193143,96040.3
59,British Columbia,2021-03-29,699092,2021-03-29,,,,1,61236,33358.3
48,Alberta,2021-03-29,608032,2021-03-28,,,,1,49269,27052.7
